,user_id,questionnaire_id,created_at,s01,s02,s03,s04,s05,s06,s07,s08
4867,1361,6,2020-08-21 02:39:11.758793972,YES,78,63.0,36.0,28.0,31.0,61.0,NO
4804,1361,6,2020-08-22 19:03:18.994974876,YES,25,27.0,38.0,24.0,3.0,11.0,NO
139,1361,6,2020-08-24 11:27:26.231155780,NO,63,67.0,76.0,19.0,8.0,0.0,YES
245,1361,6,2020-08-26 03:51:33.467336684,YES,3,3.0,97.0,2.0,3.0,5.0,NO
6336,1361,6,2020-08-27 20:15:40.703517588,YES,82,84.0,66.0,37.0,93.0,76.0,NO
1169,1361,6,2020-08-29 12:39:47.939698492,YES,86,66.0,83.0,7.0,10.0,10.0,YES
1772,1361,6,2020-08-31 05:03:55.175879400,NO,47,38.0,54.0,36.0,56.0,29.0,NO
91,1361,6,2020-09-01 21:28:02.412060304,YES,21,,,,,,
911,1361,6,2020-09-03 13:52:09.648241208,YES,89,81.0,54.0,52.0,79.0,26.0,YES
4930,1361,6,2020-09-05 06:16:16.884422112,YES,60,2.0,98.0,15.0,0.0,0.0,NO
683,1361,6,2020-09-06 22:40:24.120603016,YES,84,82.0,61.0,50.0,77.0,75.0,NO
4901,1361,6,2020-09-08 15:04:31.356783920,YES,61,22.0,100.0,0.0,21.0,0.0,NO
6718,1361,6,2020-09-10 07:28:38.592964824,YES,90,82.0,94.0,10.0,88.0,98.0,YES
6744,1361,6,2020-09-11 23:52:45.829145728,YES,36,25.0,60.0,15.0,4.0,3.0,YES
4750,1361,6,2020-09-13 16:16:53.065326636,YES,65,55.0,34.0,14.0,52.0,49.0,NO
5533,1361,6,2020-09-15 08:41:00.301507540,YES,67,66.0,59.0,47.0,51.0,48.0,NO
1101,1361,6,2020-09-17 01:05:07.537688444,YES,8,8.0,94.0,5.0,13.0,6.0,NO
1912,1361,6,2020-09-18 17:29:14.773869348,YES,86,77.0,49.0,48.0,0.0,19.0,NO
6496,1361,6,2020-09-20 09:53:22.010050252,YES,17,4.0,99.0,0.0,15.0,35.0,NO
3046,1361,6,2020-09-22 02:17:29.246231156,YES,33,33.0,79.0,12.0,20.0,3.0,YES
7220,1361,6,2020-09-23 18:41:36.482412060,YES,33,34.0,67.0,20.0,36.0,36.0,NO
868,1361,6,2020-09-25 11:05:43.718592968,YES,3,3.0,92.0,5.0,3.0,4.0,NO
3130,1361,6,2020-09-27 03:29:50.954773872,YES,62,79.0,47.0,17.0,38.0,64.0,NO
2138,1361,6,2020-09-28 19:53:58.190954776,YES,61,64.0,45.0,34.0,50.0,30.0,YES
4384,1361,6,2020-09-30 12:18:05.427135680,YES,74,9.0,100.0,2.0,3.0,37.0,YES
3262,1361,6,2020-10-02 04:42:12.663316584,YES,64,62.0,45.0,46.0,26.0,27.0,NO
6800,1361,6,2020-10-03 21:06:19.899497488,YES,73,77.0,72.0,19.0,0.0,49.0,NO
1544,1361,6,2020-10-05 13:30:27.135678392,YES,27,29.0,83.0,18.0,8.0,1.0,YES
1034,1361,6,2020-10-07 05:54:34.371859296,YES,27,21.0,81.0,16.0,9.0,22.0,YES
4291,1361,6,2020-10-08 22:18:41.608040204,YES,82,29.0,77.0,27.0,25.0,25.0,NO
5122,1361,6,2020-10-10 14:42:48.844221108,YES,21,15.0,63.0,11.0,0.0,9.0,NO
4676,1361,6,2020-10-12 07:06:56.080402012,NO,59,40.0,100.0,4.0,4.0,28.0,NO
6020,1361,6,2020-10-13 23:31:03.316582916,YES,16,18.0,82.0,18.0,16.0,69.0,NO
5723,1361,6,2020-10-15 15:55:10.552763820,YES,100,67.0,88.0,12.0,0.0,0.0,NO
6765,1361,6,2020-10-17 08:19:17.788944724,YES,76,22.0,82.0,82.0,23.0,41.0,NO
343,1361,6,2020-10-19 00:43:25.025125628,YES,64,53.0,70.0,40.0,0.0,50.0,YES
7158,1361,6,2020-10-20 17:07:32.261306536,YES,85,84.0,13.0,55.0,24.0,39.0,NO
3941,1361,6,2020-10-22 09:31:39.497487440,YES,76,77.0,55.0,41.0,66.0,62.0,NO
1240,1361,6,2020-10-24 01:55:46.733668344,NO,28,32.0,79.0,21.0,51.0,38.0,NO
3585,1361,6,2020-10-25 18:19:53.969849248,YES,76,72.0,59.0,42.0,70.0,50.0,NO
2825,1361,6,2020-10-27 10:44:01.206030152,YES,65,59.0,51.0,44.0,55.0,43.0,NO
900,1361,6,2020-10-29 03:08:08.442211056,YES,44,52.0,44.0,40.0,29.0,31.0,YES
2730,1361,6,2020-10-30 19:32:15.678391960,YES,47,61.0,70.0,28.0,32.0,47.0,NO
6943,1361,6,2020-11-01 11:56:22.914572864,YES,51,45.0,100.0,0.0,20.0,16.0,NO
1528,1361,6,2020-11-03 04:20:30.150753772,YES,77,11.0,93.0,5.0,5.0,16.0,YES
2903,1361,6,2020-11-04 20:44:37.386934676,YES,81,80.0,100.0,0.0,3.0,0.0,NO
6344,1361,6,2020-11-06 13:08:44.623115580,YES,79,50.0,80.0,13.0,19.0,21.0,NO
4567,1361,6,2020-11-08 05:32:51.859296484,YES,19,15.0,100.0,0.0,39.0,16.0,NO
663,1361,6,2020-11-09 21:56:59.095477388,YES,4,4.0,93.0,3.0,4.0,4.0,NO
5626,1361,6,2020-11-11 14:21:06.331658292,YES,23,20.0,40.0,73.0,35.0,24.0,NO
5999,1361,6,2020-11-13 06:45:13.567839196,NO,14,13.0,100.0,100.0,16.0,48.0,NO
6738,1361,6,2020-11-14 23:09:20.804020104,YES,89,31.0,89.0,12.0,37.0,22.0,NO
702,1361,6,2020-11-16 15:33:28.040201008,YES,15,20.0,100.0,1.0,0.0,21.0,NO
5284,1361,6,2020-11-18 07:57:35.276381912,YES,18,15.0,,,21.0,,
799,1361,6,2020-11-20 00:21:42.512562816,YES,6,5.0,97.0,6.0,5.0,4.0,NO
1466,1361,6,2020-11-21 16:45:49.748743720,YES,13,8.0,50.0,16.0,3.0,2.0,NO
796,1361,6,2020-11-23 09:09:56.984924624,NO,32,28.0,87.0,0.0,0.0,32.0,NO
3481,1361,6,2020-11-25 01:34:04.221105528,YES,86,84.0,60.0,0.0,4.0,8.0,NO
3300,1361,6,2020-11-26 17:58:11.457286432,YES,32,15.0,82.0,3.0,12.0,0.0,YES
2787,1361,6,2020-11-28 10:22:18.693467340,YES,83,77.0,50.0,50.0,0.0,25.0,NO
5414,1361,6,2020-11-30 02:46:25.929648244,YES,67,58.0,100.0,0.0,25.0,62.0,NO
5535,1361,6,2020-12-01 19:10:33.165829148,YES,78,31.0,87.0,21.0,0.0,0.0,NO
5783,1361,6,2020-12-03 11:34:40.402010052,NO,44,18.0,100.0,0.0,19.0,41.0,NO
2531,1361,6,2020-12-05 03:58:47.638190956,YES,61,60.0,62.0,45.0,36.0,39.0,YES
6322,1361,6,2020-12-06 20:22:54.874371860,NO,0,8.0,95.0,7.0,6.0,1.0,NO
263,1361,6,2020-12-08 12:47:02.110552764,YES,76,20.0,72.0,24.0,19.0,54.0,YES
1133,1361,6,2020-12-10 05:11:09.346733672,NO,0,0.0,65.0,33.0,0.0,27.0,NO
537,1361,6,2020-12-11 21:35:16.582914576,YES,96,92.0,73.0,31.0,13.0,40.0,NO
5880,1361,6,2020-12-13 13:59:23.819095480,NO,59,39.0,44.0,24.0,9.0,9.0,NO
1954,1361,6,2020-12-15 06:23:31.055276384,NO,24,0.0,36.0,37.0,0.0,58.0,NO
4303,1361,6,2020-12-16 22:47:38.291457288,YES,77,73.0,52.0,40.0,72.0,72.0,NO
3355,1361,6,2020-12-18 15:11:45.527638192,YES,46,36.0,78.0,16.0,32.0,12.0,YES
3559,1361,6,2020-12-20 07:35:52.763819096,YES,42,58.0,65.0,34.0,36.0,34.0,YES
2473,1361,6,2020-12-22 00:00:00,YES,100,50.0,30.0,0.0,100.0,0.0,NO
3010,1362,6,2020-01-22 00:00:00,YES,87,80.0,82.0,25.0,29.0,27.0,NO
1418,1362,6,2020-01-23 16:24:07.236180904,NO,31,17.0,79.0,15.0,9.0,10.0,NO
5666,1362,6,2020-01-25 08:48:14.472361809,YES,33,8.0,68.0,10.0,13.0,,NO
6576,1362,6,2020-01-27 01:12:21.708542713,YES,78,18.0,95.0,5.0,17.0,69.0,YES
2228,1362,6,2020-01-28 17:36:28.944723618,YES,26,36.0,68.0,31.0,45.0,40.0,NO
1605,1362,6,2020-01-30 10:00:36.180904522,NO,30,33.0,73.0,32.0,33.0,43.0,NO
3997,1362,6,2020-02-01 02:24:43.417085427,YES,82,39.0,82.0,23.0,40.0,38.0,NO
1933,1362,6,2020-02-02 18:48:50.653266331,NO,44,79.0,57.0,1.0,79.0,40.0,NO
6257,1362,6,2020-02-04 11:12:57.889447236,YES,45,31.0,88.0,16.0,28.0,33.0,NO
2876,1362,6,2020-02-06 03:37:05.125628140,YES,28,45.0,69.0,25.0,2.0,26.0,
1524,1362,6,2020-02-07 20:01:12.361809045,YES,51,37.0,47.0,43.0,25.0,62.0,NO
532,1362,6,2020-02-09 12:25:19.597989949,YES,84,59.0,50.0,22.0,5.0,1.0,YES
5064,1362,6,2020-02-11 04:49:26.834170854,YES,100,100.0,50.0,38.0,86.0,90.0,NO
6349,1362,6,2020-02-12 21:13:34.070351759,NO,46,34.0,33.0,4.0,31.0,0.0,NO
6740,1362,6,2020-02-14 13:37:41.306532663,NO,10,3.0,72.0,5.0,8.0,36.0,YES
3762,1362,6,2020-02-16 06:01:48.542713568,YES,69,82.0,46.0,30.0,24.0,76.0,NO
3207,1362,6,2020-02-17 22:25:55.778894472,YES,85,80.0,100.0,0.0,5.0,11.0,NO
1572,1362,6,2020-02-19 14:50:03.015075377,YES,72,44.0,83.0,43.0,0.0,0.0,NO
585,1362,6,2020-02-21 07:14:10.251256281,YES,69,63.0,100.0,0.0,62.0,56.0,NO
1634,1362,6,2020-02-22 23:38:17.487437186,YES,31,28.0,46.0,28.0,0.0,0.0,NO
4583,1362,6,2020-02-24 16:02:24.723618090,YES,66,86.0,100.0,0.0,37.0,36.0,NO
6320,1362,6,2020-02-26 08:26:31.959798995,NO,73,37.0,92.0,0.0,0.0,10.0,NO
2446,1362,6,2020-02-28 00:50:39.195979899,NO,64,48.0,49.0,27.0,24.0,76.0,NO
370,1362,6,2020-02-29 17:14:46.432160804,YES,73,56.0,74.0,30.0,15.0,56.0,NO
4394,1362,6,2020-03-02 09:38:53.668341709,YES,90,25.0,88.0,13.0,29.0,64.0,YES
4152,1362,6,2020-03-04 02:03:00.904522613,YES,84,4.0,91.0,10.0,11.0,22.0,YES
274,1362,6,2020-03-05 18:27:08.140703518,YES,70,38.0,76.0,25.0,24.0,74.0,YES
2352,1362,6,2020-03-07 10:51:15.376884422,NO,19,23.0,75.0,0.0,0.0,0.0,NO
5896,1362,6,2020-03-09 03:15:22.613065327,YES,44,43.0,100.0,18.0,63.0,45.0,NO
5672,1362,6,2020-03-10 19:39:29.849246231,YES,22,15.0,42.0,18.0,1.0,17.0,NO
4233,1362,6,2020-03-12 12:03:37.085427136,YES,84,37.0,77.0,29.0,36.0,34.0,NO
4440,1362,6,2020-03-14 04:27:44.321608040,YES,10,20.0,100.0,0.0,3.0,29.0,NO
2481,1362,6,2020-03-15 20:51:51.557788945,NO,54,34.0,64.0,22.0,15.0,32.0,NO
870,1362,6,2020-03-17 13:15:58.793969850,YES,55,53.0,55.0,42.0,34.0,37.0,YES
1045,1362,6,2020-03-19 05:40:06.030150754,YES,39,46.0,59.0,33.0,25.0,29.0,YES
4207,1362,6,2020-03-20 22:04:13.266331659,YES,37,21.0,77.0,22.0,36.0,41.0,NO
5524,1362,6,2020-03-22 14:28:20.502512563,YES,30,27.0,91.0,13.0,1.0,26.0,NO
327,1362,6,2020-03-24 06:52:27.738693468,YES,88,82.0,70.0,57.0,81.0,75.0,NO
6116,1362,6,2020-03-25 23:16:34.974874372,YES,43,42.0,83.0,19.0,33.0,49.0,NO
7024,1362,6,2020-03-27 15:40:42.211055277,YES,2,1.0,99.0,2.0,8.0,,NO
4423,1362,6,2020-03-29 08:04:49.447236181,YES,65,53.0,100.0,0.0,25.0,28.0,NO
5691,1362,6,2020-03-31 00:28:56.683417086,YES,44,18.0,19.0,10.0,41.0,54.0,NO
3895,1362,6,2020-04-01 16:53:03.919597990,YES,46,31.0,78.0,25.0,48.0,46.0,NO
5989,1362,6,2020-04-03 09:17:11.155778895,YES,69,60.0,100.0,0.0,64.0,67.0,NO
2456,1362,6,2020-04-05 01:41:18.391959799,YES,89,83.0,100.0,0.0,13.0,10.0,NO
589,1362,6,2020-04-06 18:05:25.628140704,YES,38,37.0,65.0,42.0,24.0,33.0,NO
6050,1362,6,2020-04-08 10:29:32.864321608,YES,44,52.0,85.0,18.0,29.0,48.0,NO
1633,1362,6,2020-04-10 02:53:40.100502513,YES,63,29.0,58.0,27.0,0.0,0.0,NO
2049,1362,6,2020-04-11 19:17:47.336683418,YES,90,92.0,100.0,0.0,6.0,9.0,NO
1843,1362,6,2020-04-13 11:41:54.572864322,YES,98,100.0,100.0,0.0,3.0,2.0,NO
1451,1362,6,2020-04-15 04:06:01.809045227,YES,5,2.0,98.0,5.0,14.0,6.0,NO
907,1362,6,2020-04-16 20:30:09.045226131,YES,14,54.0,89.0,100.0,47.0,22.0,NO
6831,1362,6,2020-04-18 12:54:16.281407036,YES,81,68.0,96.0,12.0,47.0,52.0,NO
102,1362,6,2020-04-20 05:18:23.517587940,NO,88,85.0,85.0,100.0,,,
6142,1362,6,2020-04-21 21:42:30.753768845,YES,93,93.0,90.0,7.0,96.0,21.0,YES
5810,1362,6,2020-04-23 14:06:37.989949749,YES,87,83.0,75.0,23.0,0.0,28.0,NO
1119,1362,6,2020-04-25 06:30:45.226130654,YES,66,64.0,62.0,54.0,46.0,44.0,NO
4711,1362,6,2020-04-26 22:54:52.462311558,YES,66,66.0,93.0,0.0,67.0,61.0,NO
176,1362,6,2020-04-28 15:18:59.698492463,YES,88,84.0,92.0,37.0,34.0,41.0,YES
1529,1362,6,2020-04-30 07:43:06.934673367,NO,52,31.0,31.0,14.0,29.0,22.0,NO
5073,1362,6,2020-05-02 00:07:14.170854272,YES,36,38.0,81.0,17.0,32.0,35.0,NO
1930,1362,6,2020-05-03 16:31:21.407035176,YES,84,11.0,94.0,7.0,0.0,3.0,YES
427,1362,6,2020-05-05 08:55:28.643216080,YES,55,37.0,66.0,41.0,30.0,40.0,NO
4309,1362,6,2020-05-07 01:19:35.879396986,YES,81,37.0,70.0,38.0,38.0,38.0,NO
611,1362,6,2020-05-08 17:43:43.115577890,YES,84,75.0,57.0,45.0,65.0,47.0,NO
5091,1362,6,2020-05-10 10:07:50.351758794,NO,20,11.0,100.0,0.0,12.0,13.0,NO
7275,1362,6,2020-05-12 02:31:57.587939700,YES,65,69.0,61.0,60.0,60.0,88.0,YES
3353,1362,6,2020-05-13 18:56:04.824120604,YES,60,60.0,49.0,32.0,33.0,32.0,YES
2385,1362,6,2020-05-15 11:20:12.060301508,NO,2,3.0,81.0,18.0,0.0,,NO
3297,1362,6,2020-05-17 03:44:19.296482412,YES,92,85.0,56.0,61.0,40.0,53.0,NO
4649,1362,6,2020-05-18 20:08:26.532663318,YES,70,58.0,54.0,49.0,56.0,52.0,NO
5745,1362,6,2020-05-20 12:32:33.768844222,YES,76,55.0,100.0,0.0,47.0,52.0,NO
4199,1362,6,2020-05-22 04:56:41.005025126,NO,18,10.0,77.0,37.0,0.0,39.0,NO
2202,1362,6,2020-05-23 21:20:48.241206030,YES,75,70.0,60.0,53.0,46.0,44.0,NO
4353,1362,6,2020-05-25 13:44:55.477386936,YES,87,46.0,68.0,40.0,34.0,36.0,NO
3349,1362,6,2020-05-27 06:09:02.713567840,YES,83,85.0,100.0,2.0,0.0,8.0,NO
2213,1362,6,2020-05-28 22:33:09.949748744,YES,49,37.0,76.0,24.0,30.0,36.0,NO
7280,1362,6,2020-05-30 14:57:17.185929648,YES,90,96.0,100.0,0.0,89.0,83.0,NO
6327,1362,6,2020-06-01 07:21:24.422110554,YES,69,72.0,55.0,68.0,66.0,69.0,NO
3328,1362,6,2020-06-02 23:45:31.658291458,NO,50,42.0,72.0,0.0,1.0,18.0,NO
378,1362,6,2020-06-04 16:09:38.894472362,YES,91,87.0,57.0,37.0,86.0,63.0,NO
6317,1362,6,2020-06-06 08:33:46.130653268,YES,34,35.0,56.0,56.0,33.0,46.0,NO
3689,1362,6,2020-06-08 00:57:53.366834172,YES,26,26.0,82.0,33.0,27.0,60.0,YES
3064,1362,6,2020-06-09 17:22:00.603015076,YES,5,6.0,93.0,5.0,8.0,8.0,NO
6592,1362,6,2020-06-11 09:46:07.839195980,YES,62,76.0,100.0,0.0,55.0,52.0,NO
1488,1362,6,2020-06-13 02:10:15.075376886,YES,7,0.0,79.0,0.0,1.0,0.0,YES
3398,1362,6,2020-06-14 18:34:22.311557790,YES,82,81.0,100.0,0.0,6.0,,NO
7059,1362,6,2020-06-16 10:58:29.547738694,YES,100,100.0,35.0,75.0,100.0,96.0,NO
4675,1362,6,2020-06-18 03:22:36.783919598,NO,36,20.0,100.0,0.0,15.0,18.0,NO
5037,1362,6,2020-06-19 19:46:44.020100504,YES,25,14.0,76.0,17.0,10.0,,NO
2237,1362,6,2020-06-21 12:10:51.256281408,NO,15,2.0,59.0,53.0,0.0,37.0,NO
5457,1362,6,2020-06-23 04:34:58.492462312,YES,43,28.0,100.0,5.0,53.0,87.0,NO
2571,1362,6,2020-06-24 20:59:05.728643216,YES,20,19.0,75.0,4.0,0.0,15.0,YES
5995,1362,6,2020-06-26 13:23:12.964824122,YES,44,26.0,64.0,46.0,17.0,3.0,YES
991,1362,6,2020-06-28 05:47:20.201005026,YES,4,5.0,96.0,4.0,6.0,2.0,NO
2276,1362,6,2020-06-29 22:11:27.437185930,YES,23,28.0,83.0,21.0,30.0,34.0,NO
5016,1362,6,2020-07-01 14:35:34.673366836,YES,76,87.0,100.0,0.0,56.0,93.0,NO
5604,1362,6,2020-07-03 06:59:41.909547740,YES,55,62.0,100.0,0.0,34.0,24.0,NO
1128,1362,6,2020-07-04 23:23:49.145728644,YES,48,54.0,66.0,33.0,38.0,46.0,NO
4913,1362,6,2020-07-06 15:47:56.381909548,YES,63,73.0,78.0,16.0,59.0,42.0,NO
4393,1362,6,2020-07-08 08:12:03.618090454,YES,94,10.0,93.0,11.0,12.0,32.0,YES
5332,1362,6,2020-07-10 00:36:10.854271358,YES,42,18.0,29.0,21.0,2.0,34.0,NO
6266,1362,6,2020-07-11 17:00:18.090452262,YES,70,70.0,100.0,0.0,41.0,40.0,NO
5985,1362,6,2020-07-13 09:24:25.326633166,YES,74,45.0,89.0,24.0,0.0,0.0,NO
5592,1362,6,2020-07-15 01:48:32.562814072,YES,100,85.0,51.0,59.0,64.0,77.0,NO
6599,1362,6,2020-07-16 18:12:39.798994976,YES,21,23.0,100.0,0.0,14.0,25.0,NO
6741,1362,6,2020-07-18 10:36:47.035175880,YES,36,28.0,97.0,2.0,94.0,5.0,NO
4683,1362,6,2020-07-20 03:00:54.271356784,YES,78,23.0,32.0,15.0,50.0,70.0,NO
2468,1362,6,2020-07-21 19:25:01.507537690,YES,84,95.0,100.0,0.0,5.0,4.0,NO
1357,1362,6,2020-07-23 11:49:08.743718594,NO,27,10.0,64.0,17.0,12.0,2.0,YES
2958,1362,6,2020-07-25 04:13:15.979899498,YES,70,60.0,60.0,50.0,,0.0,NO
6900,1362,6,2020-07-26 20:37:23.216080402,YES,84,50.0,95.0,7.0,33.0,32.0,NO
5951,1362,6,2020-07-28 13:01:30.452261308,YES,29,13.0,65.0,29.0,17.0,17.0,YES
3484,1362,6,2020-07-30 05:25:37.688442212,YES,40,24.0,77.0,26.0,41.0,60.0,NO
4157,1362,6,2020-07-31 21:49:44.924623116,YES,89,86.0,85.0,0.0,0.0,0.0,NO
455,1362,6,2020-08-02 14:13:52.160804022,YES,65,56.0,50.0,42.0,28.0,46.0,YES
4570,1362,6,2020-08-04 06:37:59.396984926,YES,26,13.0,17.0,21.0,19.0,22.0,NO
7343,1362,6,2020-08-05 23:02:06.633165830,YES,50,84.0,100.0,0.0,55.0,59.0,NO
3059,1362,6,2020-08-07 15:26:13.869346734,YES,100,65.0,34.0,0.0,100.0,100.0,NO
6905,1362,6,2020-08-09 07:50:21.105527640,YES,88,64.0,94.0,14.0,18.0,62.0,YES
1313,1362,6,2020-08-11 00:14:28.341708544,YES,18,20.0,85.0,20.0,22.0,35.0,NO
4460,1362,6,2020-08-12 16:38:35.577889448,YES,50,55.0,100.0,0.0,33.0,17.0,
7352,1362,6,2020-08-14 09:02:42.814070352,YES,78,68.0,85.0,23.0,9.0,15.0,NO
5113,1362,6,2020-08-16 01:26:50.050251258,YES,63,77.0,100.0,0.0,41.0,79.0,NO
2042,1362,6,2020-08-17 17:50:57.286432160,YES,76,59.0,48.0,48.0,0.0,10.0,NO
700,1362,6,2020-08-19 10:15:04.522613068,YES,69,68.0,59.0,54.0,46.0,49.0,NO
277,1362,6,2020-08-21 02:39:11.758793972,YES,78,64.0,70.0,36.0,36.0,79.0,YES
5907,1362,6,2020-08-22 19:03:18.994974876,NO,5,2.0,97.0,5.0,4.0,13.0,NO
3332,1362,6,2020-08-24 11:27:26.231155780,YES,38,17.0,84.0,12.0,1.0,0.0,YES
79,1362,6,2020-08-26 03:51:33.467336684,YES,100,73.0,67.0,58.0,0.0,0.0,NO
6753,1362,6,2020-08-27 20:15:40.703517588,YES,85,36.0,93.0,16.0,35.0,14.0,NO
2965,1362,6,2020-08-29 12:39:47.939698492,YES,33,30.0,72.0,5.0,23.0,0.0,YES
2612,1362,6,2020-08-31 05:03:55.175879400,YES,100,61.0,60.0,0.0,100.0,0.0,NO
1191,1362,6,2020-09-01 21:28:02.412060304,YES,4,0.0,100.0,0.0,0.0,0.0,NO
1,1362,6,2020-09-03 13:52:09.648241208,YES,85,41.0,47.0,55.0,41.0,30.0,NO
5520,1362,6,2020-09-05 06:16:16.884422112,NO,63,47.0,37.0,46.0,19.0,15.0,NO
7050,1362,6,2020-09-06 22:40:24.120603016,YES,52,53.0,100.0,0.0,53.0,49.0,NO
7105,1362,6,2020-09-08 15:04:31.356783920,YES,49,36.0,100.0,0.0,30.0,27.0,NO
293,1362,6,2020-09-10 07:28:38.592964824,YES,76,63.0,73.0,47.0,43.0,44.0,YES
5017,1362,6,2020-09-11 23:52:45.829145728,YES,31,14.0,72.0,11.0,18.0,14.0,NO
1142,1362,6,2020-09-13 16:16:53.065326636,YES,87,28.0,82.0,24.0,21.0,35.0,YES
4166,1362,6,2020-09-15 08:41:00.301507540,YES,26,29.0,79.0,6.0,18.0,5.0,YES
4303,1362,6,2020-09-17 01:05:07.537688444,YES,77,73.0,52.0,40.0,72.0,72.0,NO
5394,1362,6,2020-09-18 17:29:14.773869348,NO,56,50.0,100.0,0.0,61.0,73.0,NO
4618,1362,6,2020-09-20 09:53:22.010050252,YES,84,31.0,93.0,16.0,16.0,48.0,YES
3076,1362,6,2020-09-22 02:17:29.246231156,YES,89,78.0,100.0,0.0,7.0,3.0,NO
1918,1362,6,2020-09-23 18:41:36.482412060,YES,48,37.0,67.0,16.0,26.0,72.0,YES
1850,1362,6,2020-09-25 11:05:43.718592968,YES,95,91.0,74.0,45.0,43.0,35.0,NO
2996,1362,6,2020-09-27 03:29:50.954773872,YES,37,28.0,77.0,12.0,17.0,34.0,YES
2521,1362,6,2020-09-28 19:53:58.190954776,YES,78,0.0,69.0,10.0,1.0,1.0,YES
1600,1362,6,2020-09-30 12:18:05.427135680,YES,61,48.0,55.0,35.0,0.0,0.0,NO
6291,1362,6,2020-10-02 04:42:12.663316584,NO,64,23.0,88.0,5.0,0.0,21.0,NO
4049,1362,6,2020-10-03 21:06:19.899497488,YES,75,75.0,58.0,35.0,72.0,74.0,NO
3324,1362,6,2020-10-05 13:30:27.135678392,YES,78,77.0,55.0,41.0,76.0,43.0,NO
1237,1362,6,2020-10-07 05:54:34.371859296,YES,52,65.0,54.0,47.0,42.0,51.0,YES
4473,1362,6,2020-10-08 22:18:41.608040204,YES,39,41.0,100.0,0.0,0.0,0.0,
3113,1362,6,2020-10-10 14:42:48.844221108,YES,85,80.0,77.0,36.0,29.0,32.0,NO
1123,1362,6,2020-10-12 07:06:56.080402012,NO,1,81.0,84.0,21.0,0.0,25.0,NO
3885,1362,6,2020-10-13 23:31:03.316582916,YES,88,90.0,100.0,0.0,0.0,6.0,NO
3158,1362,6,2020-10-15 15:55:10.552763820,YES,53,45.0,65.0,35.0,33.0,35.0,YES
2206,1362,6,2020-10-17 08:19:17.788944724,NO,0,0.0,88.0,31.0,1.0,1.0,NO
3217,1362,6,2020-10-19 00:43:25.025125628,YES,79,74.0,83.0,14.0,25.0,27.0,NO
2729,1362,6,2020-10-20 17:07:32.261306536,YES,85,85.0,100.0,0.0,0.0,25.0,NO
7096,1362,6,2020-10-22 09:31:39.497487440,YES,23,27.0,70.0,22.0,28.0,31.0,NO
3824,1362,6,2020-10-24 01:55:46.733668344,YES,42,35.0,74.0,76.0,26.0,26.0,NO
6890,1362,6,2020-10-25 18:19:53.969849248,YES,54,19.0,86.0,14.0,0.0,0.0,NO
1453,1362,6,2020-10-27 10:44:01.206030152,YES,44,35.0,41.0,32.0,65.0,36.0,NO
3868,1362,6,2020-10-29 03:08:08.442211056,NO,0,0.0,71.0,48.0,2.0,71.0,NO
7269,1362,6,2020-10-30 19:32:15.678391960,YES,42,33.0,83.0,17.0,34.0,37.0,NO
4607,1362,6,2020-11-01 11:56:22.914572864,YES,71,75.0,78.0,12.0,58.0,58.0,NO
99,1362,6,2020-11-03 04:20:30.150753772,NO,24,,,,,,
6966,1362,6,2020-11-04 20:44:37.386934676,YES,18,8.0,9.0,16.0,11.0,27.0,NO
1921,1362,6,2020-11-06 13:08:44.623115580,YES,51,47.0,50.0,0.0,0.0,0.0,NO
5649,1362,6,2020-11-08 05:32:51.859296484,YES,52,32.0,55.0,33.0,24.0,38.0,NO
3561,1362,6,2020-11-09 21:56:59.095477388,YES,83,74.0,88.0,14.0,21.0,20.0,NO
7120,1362,6,2020-11-11 14:21:06.331658292,YES,78,28.0,98.0,5.0,16.0,29.0,YES
7085,1362,6,2020-11-13 06:45:13.567839196,YES,48,47.0,78.0,24.0,23.0,34.0,YES
2706,1362,6,2020-11-14 23:09:20.804020104,YES,42,20.0,79.0,10.0,15.0,0.0,YES
4063,1362,6,2020-11-16 15:33:28.040201008,YES,79,85.0,66.0,24.0,36.0,52.0,NO
6878,1362,6,2020-11-18 07:57:35.276381912,YES,34,30.0,95.0,3.0,24.0,42.0,NO
3764,1362,6,2020-11-20 00:21:42.512562816,YES,42,29.0,74.0,26.0,47.0,43.0,NO
2668,1362,6,2020-11-21 16:45:49.748743720,YES,100,64.0,71.0,57.0,100.0,100.0,NO
1131,1362,6,2020-11-23 09:09:56.984924624,YES,29,27.0,72.0,29.0,27.0,38.0,NO
6665,1362,6,2020-11-25 01:34:04.221105528,YES,57,48.0,42.0,43.0,6.0,18.0,NO
231,1362,6,2020-11-26 17:58:11.457286432,NO,32,10.0,75.0,11.0,4.0,13.0,NO
5553,1362,6,2020-11-28 10:22:18.693467340,YES,65,28.0,83.0,11.0,2.0,86.0,NO
6350,1362,6,2020-11-30 02:46:25.929648244,NO,64,33.0,94.0,1.0,23.0,73.0,NO
6980,1362,6,2020-12-01 19:10:33.165829148,YES,28,20.0,71.0,31.0,23.0,22.0,NO
6804,1362,6,2020-12-03 11:34:40.402010052,YES,73,68.0,100.0,0.0,56.0,40.0,NO
769,1362,6,2020-12-05 03:58:47.638190956,YES,100,71.0,75.0,7.0,18.0,5.0,YES
3390,1362,6,2020-12-06 20:22:54.874371860,YES,34,37.0,70.0,30.0,66.0,41.0,NO
